"title","address_city","address_community","address_county","address_state","address_street","address_street_number","date_collected","issuer_type","heated_water","heating","water_access","building_material","roof_material","fence","floors","rooms","bathroom_count","has_basement","has_balcony","year_built","location_latitude","location_longitude","price","price_currency","price_per_meter"
Dworek Kołbiel,Kołbiel,Kołbiel,otwocki,mazowieckie,,,2022-01-13 04:10:30.503 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,6,,,,2002,52.06366,21.48188,1199000.0,PLN,3633.3333333333335
Dworek Radoszewice,Radoszewice,Siemkowice,pajęczański,łódzkie,,,2022-01-10 00:18:38.996 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,,,,51.2506377,18.8371838,2700000.0,PLN,4500.0
Dworek Dębówka,Dębówka,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-01-13 04:17:25.167 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,6,,,,2010,52.0502562,21.1907253,3000000.0,PLN,4285.714285714285
Dworek Konstancin-Jeziorna,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-01-13 04:17:55.960 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,7,,,,2010,,,2500000.0,PLN,7812.5
Dworek Zalesie Górne,Zalesie Górne,Piaseczno,piaseczyński,mazowieckie,,,2022-01-10 00:26:05.935 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,7,,,,2004,52.027408,21.0366964,1330000.0,PLN,5018.867924528302
Dworek Chlebno,Chlebno,Łobżenica,pilski,wielkopolskie,,,2022-01-08 14:12:14.746 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,6,,,,,53.264,17.31213,599000.0,PLN,3203.2085561497324
Dworek,Jakubowice,Proszowice,proszowicki,małopolskie,,,2022-01-11 14:18:17.794 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,8,,,,1760,50.186557583419045,20.321851301327506,1150000.0,PLN,2300.0
Dworek Komorów,Komorów,Michałowice,pruszkowski,mazowieckie,,,2022-01-10 07:18:12.608 +0100,REAL_ESTATE_AGENCY,,,,,,,,22,,true,,1915,52.1446983,20.8156334,2998000.0,PLN,6433.476394849786
Dworek Michałowice,Michałowice,Michałowice,pruszkowski,mazowieckie,,,2022-01-13 04:11:00.440 +0100,REAL_ESTATE_AGENCY,,,,,,,,6,,,,2005,52.17,20.883333,2670000.0,PLN,6013.513513513513
"Dworek, ul. Pałacowa",Wojnowice,Krzanowice,raciborski,śląskie,Pałacowa,,2022-01-08 14:08:06.992 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,,,true,,,50.0609612,18.1528406,4500000.0,PLN,2284.263959390863
"Radzyński (Pow.), Borki (Gm.), Sitno",Sitno,Borki,radzyński,lubelskie,,,2022-01-10 20:27:17.895 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,,,,,16,,false,,,51.7456,22.5392,3950000.0,PLN,9518.072289156626
Dworek,Potęgowo,Potęgowo,słupski,pomorskie,,,2022-01-13 15:56:08.535 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,,,1990,54.48193,17.49114,1224000.0,PLN,2497.9591836734694
Dworek Ujazd Dolny,Ujazd Dolny,Udanin,średzki,dolnośląskie,,,2022-01-10 07:28:56.032 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,13,,,,1835,51.0983,16.501296,1530000.0,PLN,2567.1140939597317
Dworek Brodnica,Brodnica,Brodnica,śremski,wielkopolskie,,,2022-01-12 08:53:36.837 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,true,true,1850,52.14171,16.89253,4900000.0,PLN,9664.694280078895
Dworek Drezdenko,Drezdenko,Drezdenko,strzelecko-drezdenecki,lubuskie,,,2022-01-10 00:09:34.006 +0100,REAL_ESTATE_AGENCY,,,,,,,,16,,true,,,,,1500000.0,PLN,2173.913043478261
Dworek Świdnica,Świdnica,Świdnica m,świdnicki,dolnośląskie,,,2022-01-10 07:25:59.887 +0100,REAL_ESTATE_AGENCY,,,,,,,,1,,,,2010,,,1300000.0,PLN,3823.529411764706
Dworek Sztum,Sztum,Sztum,sztumski,pomorskie,,,2022-01-10 07:35:14.238 +0100,REAL_ESTATE_AGENCY,,,WELL,,,,,10,,true,,,53.95139493751479,19.012015189257824,1200000.0,PLN,5263.1578947368425
"Dom na sprzedaż: Tarnowski, Tuchów, Karwodrza",Karwodrza,Tuchów,tarnowski,małopolskie,,,2022-01-14 13:23:21.039 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,,CERAMIC_TILE,,,5,,,true,2021,49.9251,21.0715,459000.0,PLN,2390.625
Dworek Bistuszowa,Bistuszowa,Ryglice,tarnowski,małopolskie,,,2022-01-12 08:53:51.495 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WELL,,,,,4,,,true,1920,49.8850809,21.0938468,650000.0,PLN,3611.1111111111113
"Dworek, ul. Czatkowska",Tczew,Tczew m,tczewski,pomorskie,Czatkowska,,2022-01-10 00:25:38.391 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,true,,1930,54.114555,18.8036385,1100000.0,PLN,3584.1126063015213
Dom Młyniec Drugi,Młyniec Drugi,Lubicz,toruński,kujawsko-pomorskie,,,2022-01-08 14:21:22.743 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,12,,,,1996,53.0639,18.81,7990000.0,PLN,9987.5
"Dworek Ochota, ul. Bielska",Warszawa,Warszawa,Warszawa,mazowieckie,Bielska,,2022-01-10 00:16:11.678 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,5,,true,,2000,52.19840915,20.96222691,3295000.0,PLN,8531.848783013982
Dom na sprzedaż,Potęgowo,Linia,wejherowski,pomorskie,,,2022-01-13 13:17:10.068 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,,,,,,,,1224000.0,PLN,2497.9591836734694
Dworek Chodecz,Chodecz,Chodecz,włocławski,kujawsko-pomorskie,,,2022-01-11 14:09:16.590 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,4,,true,,1900,,,1060000.0,PLN,2639.836628978433
"Dworek, ul. Kasztanowa",Ślężany,Dąbrówka,wołomiński,mazowieckie,Kasztanowa,,2022-01-10 00:35:01.677 +0100,REAL_ESTATE_AGENCY,,,,,,,,11,,,,1870,52.5303331,21.24928052,7800000.0,PLN,6776.715899218071
Dworek Wrocław,Wrocław,Wrocław,Wrocław,dolnośląskie,,,2022-01-10 00:14:50.050 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,6,,,,1900,,,990000.0,PLN,2911.764705882353
Dworek Nadolice Wielkie,Nadolice Wielkie,Czernica,wrocławski,dolnośląskie,,,2022-01-11 14:09:34.635 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,,,,51.0840384,17.2382446,1100000.0,PLN,2444.4444444444443
"Zgierski, Aleksandrów Łódzki",Aleksandrów Łódzki,Aleksandrów Łódzki,zgierski,łódzkie,,,2022-01-10 15:16:53.136 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,,,5,,,,2010,51.8256995,19.30619717,1250000.0,PLN,5208.333333333333
Dworek Andrzejów,Andrzejów,Przyłęk,zwoleński,mazowieckie,,,2022-01-11 14:22:56.224 +0100,REAL_ESTATE_AGENCY,,,,,,,,5,,,,,51.2878213,21.7512935,1500000.0,PLN,5000.0
Dom,Grubno,Stolno,chełmiński,kujawsko-pomorskie,,,2022-01-17 07:23:09.345 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,1,,true,,1423,53.3367386,18.4681175,1540000.0,PLN,885.2609795355255
Dworek Kulik-Kolonia,Kulik-Kolonia,Siedliszcze,chełmski,lubelskie,,,2022-01-18 06:38:36.480 +0100,REAL_ESTATE_AGENCY,,,,,,,,3,,,,,51.2435344,23.1949895,1400000.0,PLN,155.55555555555554
"cieszyński, Brenna, Górki Wielkie",Górki Wielkie,Brenna,cieszyński,śląskie,,,2022-01-19 13:46:55.661 +0100,PRIVATE,,,WATER_SUPPLY,BRICK,,,,6,,,,1734,49.7184,18.9437,1980000.0,PLN,6600.0
Dworek Pieszyce,Pieszyce,Pieszyce,dzierżoniowski,dolnośląskie,,,2022-01-15 07:17:39.453 +0100,REAL_ESTATE_AGENCY,,,,,,,,12,,true,,,,,1000000.0,PLN,1754.3859649122808
"Elbląski, Pasłęk, Marzewo",Marzewo,Pasłęk,elbląski,warmińsko-mazurskie,Elbląski,,2022-01-16 16:21:11.904 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BRICK,,,,8,3,true,true,1853,53.97444,19.68476,7500000.0,PLN,7684.426229508197
"Elbląski, Gronowo Elbląskie, Różany",Różany,Gronowo Elbląskie,elbląski,warmińsko-mazurskie,Elbląski,,2022-01-19 15:51:13.056 +0100,,,,,BRICK,,MESH,,4,1,,,1777,54.0718546,19.3215934,349000.0,PLN,969.4444444444443
"Górowski, Wąsosz, Kąkolno, Kąkolno, Kąkolno",Kąkolno,Wąsosz,górowski,dolnośląskie,,,2022-01-19 20:05:46.583 +0100,,,OTHER_HEATING,WATER_SUPPLY,,CERAMIC_TILE,,,8,,true,,1998,51.56527,16.81047,6500000.0,PLN,13541.666666666666
Dworek Grodzisk Mazowiecki,Grodzisk Mazowiecki,Grodzisk Mazowiecki,grodziski,mazowieckie,,,2022-01-15 07:23:31.643 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,5,,,,2013,,,1200000.0,PLN,7500.0
Dworek Grzegorzewice,Grzegorzewice,Żabia Wola,grodziski,mazowieckie,,,2022-01-15 07:23:54.366 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,14,,true,,1998,,,7500000.0,PLN,5357.142857142857
Dworek Marianów,Marianów,Grójec,grójecki,mazowieckie,,,2022-01-16 04:19:24.600 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,9,,,,1999,51.9207699,21.0075707,2300000.0,PLN,6571.428571428572
Dworek Zborów,Zborów,Żelazków,kaliski,wielkopolskie,,,2022-01-21 16:41:28.065 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,,,,,1850,51.8463956,18.2006902,9900000.0,PLN,4950.0
"Kalisz, Majków, Juliana Tuwima",Kalisz,Kalisz,Kalisz,wielkopolskie,Juliana Tuwima,,2022-01-19 21:50:53.760 +0100,,MUNICIPAL,,WATER_SUPPLY,BRICK,,,,10,,,,1822,51.7776,18.0768,2900000.0,PLN,3783.431180691455
Dworek Kamień Pomorski,Kamień Pomorski,Kamień Pomorski,kamieński,zachodniopomorskie,,,2022-01-19 17:47:36.111 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,21,,true,,1780,53.9672519,14.7714251,3500000.0,PLN,2916.6666666666665
"Kraków, Stare Miasto",Kraków,Kraków,Kraków,małopolskie,,,2022-01-17 23:50:21.266 +0100,,,,,,,,,10,,,,,50.0605,19.9417,1320000.0,PLN,2640.0
Dworek Zdzieszowice,Zdzieszowice,Zdzieszowice,krapkowicki,opolskie,,,2022-01-17 07:20:40.232 +0100,REAL_ESTATE_AGENCY,,,,,,,,,,,,,50.42422,18.12477,2500000.0,PLN,5000.0
Dworek Panoszów,Panoszów,Ciasna,lubliniecki,śląskie,,,2022-01-21 16:50:59.881 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,,,true,,1880,50.8135372,18.633897,348000.0,PLN,725.0
"Dom, 280 m2, Strzelno",Strzelno,Strzelno,mogileński,kujawsko-pomorskie,,,2022-01-15 10:32:13.041 +0100,PRIVATE,,,WATER_SUPPLY,,CERAMIC_TILE,,,6,,,,2000,52.62999,18.17605,879000.0,PLN,3139.285714285714
Dworek Mirów,Mirów,Niegowa,myszkowski,śląskie,,,2022-01-16 04:32:52.546 +0100,REAL_ESTATE_AGENCY,,,,,,,,5,,,,,,,1490000.0,PLN,9933.333333333334
"Dworek, ul. Kasztanowa",Cybulice Małe,Czosnów,nowodworski,mazowieckie,Kasztanowa,,2022-01-17 07:22:51.751 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,9,,,,2005,52.3906844,20.6439009,2300000.0,PLN,6216.216216216216
Dworek Góra Kalwaria,Góra Kalwaria,Góra Kalwaria,piaseczyński,mazowieckie,,,2022-01-18 06:44:49.526 +0100,REAL_ESTATE_AGENCY,,,,,,,,6,,true,,2002,,,1100000.0,PLN,2511.415525114155
Dworek Dziwle,Dziwle,Grabica,piotrkowski,łódzkie,,,2022-01-21 16:42:47.378 +0100,REAL_ESTATE_AGENCY,,,,,,,,17,,true,,1850,51.5195975,19.5247797,5200000.0,PLN,114.03508771929825
"sieradzki, Sieradz, Chojne",Chojne,Sieradz,sieradzki,łódzkie,,,2022-01-20 15:07:24.898 +0100,,OTHER_HEATING,NONE,WATER_SUPPLY,BRICK,,MESH,,10,,true,,1672,51.5386,18.808,2900000.0,PLN,4205.946337926033
Dworek,Góra,Śrem,śremski,wielkopolskie,,,2022-01-19 17:49:59.709 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,,,1900,52.1231,16.98397,6500000.0,PLN,3333.3333333333335
Dworek Kondratowice,Kondratowice,Kondratowice,strzeliński,dolnośląskie,,,2022-01-20 06:13:03.613 +0100,REAL_ESTATE_AGENCY,,,,,,,,6,,,,1900,50.7736541,16.9272857,950000.0,PLN,3321.6783216783215
"Dworek, ul. Leśna",Obrzycko,Obrzycko m,szamotulski,wielkopolskie,Leśna,,2022-01-21 16:48:21.077 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,18,,true,,1890,52.7069189,16.5170591,1990000.0,PLN,2211.1111111111113
Dworek,Wisznia Mała,Wisznia Mała,trzebnicki,dolnośląskie,Wrocławska,,2022-01-19 17:41:53.787 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,50,,,true,1588,,,4000000.0,PLN,11428.57142857143
Dworek Marianów,Marianów,Leszno,warszawski zachodni,mazowieckie,,,2022-01-18 06:44:51.227 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,6,,,,,52.264715,20.5613956,1150000.0,PLN,4107.142857142857
"Dworek, Michelin",Włocławek,Włocławek m,Włocławek,kujawsko-pomorskie,,,2022-01-17 07:26:57.846 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,5,,true,,,,,890000.0,PLN,4139.53488372093
Dworek Jędrzychowice,Jędrzychowice,Szlichtyngowa,wschowski,lubuskie,,,2022-01-17 07:36:20.054 +0100,REAL_ESTATE_AGENCY,,,,,,,,30,,true,,1920,51.73756,16.29394,690000.0,PLN,412.6596813549591
Dworek Czyżew,Czyżew,Czyżew,wysokomazowiecki,podlaskie,,,2022-01-20 06:22:40.726 +0100,REAL_ESTATE_AGENCY,,,,,,,,12,,true,,2005,52.79637849,22.33408928,1990000.0,PLN,2211.1111111111113
Dworek Wojcieszów,Wojcieszów,Wojcieszów,złotoryjski,dolnośląskie,,,2022-01-18 06:51:55.142 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,23,,true,true,,50.95167,15.92209,875000.0,PLN,678.2945736434109
Dom na sprzedaż,Opalenica,Brodnica,brodnicki,kujawsko-pomorskie,,,2022-01-28 15:12:45.246 +0100,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,16,,,,1888,,,890000.0,PLN,1780.0
Dworek Bydgoszcz,Bydgoszcz,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,,,2022-01-22 06:38:54.183 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,15,,true,,1850,,,4500000.0,PLN,7097.567900066244
Dworek Łęki Dolne,Łęki Dolne,Pilzno,dębicki,podkarpackie,,,2022-01-24 06:55:09.891 +0100,REAL_ESTATE_AGENCY,,,,,,,,4,,,,2015,49.97244735,21.24201842,1500000.0,PLN,11194.029850746268
Dworek Zagórzany,Zagórzany,Gorlice,gorlicki,małopolskie,,,2022-01-24 07:07:10.828 +0100,REAL_ESTATE_AGENCY,,MUNICIPAL,WATER_SUPPLY,,,,,30,,true,,1834,49.696631,21.190374,6900000.0,PLN,2315.4362416107383
Dworek Żuchlów,Żuchlów,Niechlów,górowski,dolnośląskie,,,2022-01-23 15:48:38.112 +0100,PRIVATE,,,WATER_SUPPLY,,,,,15,,,,1791,51.6787596,16.4039353,800000.0,PLN,800.0
"gostyński, Pępowo, Skoraszewice, 
Brodniczka 16 Pałac",Pępowo,Pępowo,gostyński,wielkopolskie,Brodniczka 16,,2022-01-26 00:32:22.973 +0100,PRIVATE,,,,,,,,14,,,,,51.7598,17.1197,1480000.0,PLN,1850.0
"gostyński, Pępowo, Skoraszewice, Brodniczka 16",Skoraszewice,Pępowo,gostyński,wielkopolskie,Brodniczka,"16",2022-01-26 00:50:23.271 +0100,,,,,,,,,14,,,,,51.7598,17.1197,1480000.0,PLN,1281.3852813852814
Dworek Krążkowo,Krążkowo,Złotniki Kujawskie,inowrocławski,kujawsko-pomorskie,,,2022-01-24 07:16:48.766 +0100,REAL_ESTATE_AGENCY,,,,,,,,5,,true,,,52.9449586,18.0712875,690000.0,PLN,2300.0
"Kaliski, Żelazków, Zborów",Zborów,Żelazków,kaliski,wielkopolskie,Kaliski,,2022-01-28 11:05:37.375 +0100,,,,,,,OTHER,,,,,,1850,,,9500000.0,PLN,4750.0
Dworek,Kolbuszowa,Kolbuszowa,kolbuszowski,podkarpackie,Obrońców Pokoju,,2022-01-24 07:10:39.435 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,9,,,true,1903,50.2402288,21.7568589,1799000.0,PLN,2738.20395738204
Dom na sprzedaż,Żelazno,Krzywiń,kościański,wielkopolskie,,,2022-01-27 10:08:04.314 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,,,,,1800,,,5500000.0,PLN,1406.746757448724
Dom na sprzedaż,Strzepowo,Będzino,koszaliński,zachodniopomorskie,,,2022-01-25 17:11:35.343 +0100,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,30,,,,,,,500000.0,PLN,166.66666666666666
Dworek Pątnówek,Pątnówek,Miłkowice,legnicki,dolnośląskie,,,2022-01-22 06:56:23.310 +0100,REAL_ESTATE_AGENCY,,,,,,,,16,,,,1834,51.2453371,16.1297296,2020000.0,PLN,2244.4444444444443
Dworek Biskupie,Biskupie,Wysokie,lubelski,lubelskie,,,2022-01-24 06:52:24.202 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,true,,1965,50.8630753,22.6502919,595000.0,PLN,1072.0720720720722
Dom na sprzedaż,Żary,Rząśnia,pajęczański,łódzkie,,,2022-01-25 23:04:22.795 +0100,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,6,,,,,,,1500000.0,PLN,3125.0
Dworek Wojnowice,Wojnowice,Krzanowice,raciborski,śląskie,,,2022-01-22 06:53:40.995 +0100,REAL_ESTATE_AGENCY,,,,,,,,,,true,,,50.061669212416675,18.154669777246227,1500000.0,PLN,761.4213197969543
Dom na sprzedaż,Paprotnia,Paprotnia,siedlecki,mazowieckie,,,2022-01-28 15:13:15.165 +0100,REAL_ESTATE_AGENCY,,,,CONCRETE,,NONE,,7,,,,,,,1200000.0,PLN,2569.593147751606
Dworek Chaławy,Chaławy,Brodnica,śremski,wielkopolskie,,,2022-01-24 06:54:20.331 +0100,REAL_ESTATE_AGENCY,,,,,,,,16,,,,2004,52.12538,16.85144,4500000.0,PLN,4500.0
Dworek Brześnica,Brześnica,Dolsk,śremski,wielkopolskie,,,2022-01-26 15:53:36.705 +0100,REAL_ESTATE_AGENCY,,,,,,,,19,,true,,1865,51.95736,17.13958,1600000.0,PLN,1777.7777777777778
Dom Lipnica,Lipnica,Dębowa Łąka,wąbrzeski,kujawsko-pomorskie,,,2022-01-27 04:53:12.991 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,12,,true,,1111,53.188611,19.043333,680000.0,PLN,1889.518728465044
Dworek Nowy Łuszczewek,Nowy Łuszczewek,Błonie,warszawski zachodni,mazowieckie,,,2022-01-25 04:36:27.926 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,,,,52.2224684,20.511197,4500000.0,PLN,9782.608695652174
Dom na sprzedaż,Żerków,Brzeg Dolny,wołowski,dolnośląskie,,,2022-01-28 15:12:43.722 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,5,,,,1924,,,399000.0,PLN,1375.8620689655172
Dom na sprzedaż,Stoszowice,Stoszowice,ząbkowicki,dolnośląskie,,,2022-01-26 19:14:24.423 +0100,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,10,,,,,,,750000.0,PLN,117.1875
Dom na sprzedaż,Czerwieńsk,Czerwieńsk,zielonogórski,lubuskie,,,2022-01-25 23:04:24.166 +0100,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,10,,,,,,,290000.0,PLN,446.1538461538461
"Dworek, Zakanale",Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,lubuskie,Zakanale,,2022-02-03 06:55:07.339 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,7,,,,2005,,,270000.0,PLN,750.0
Dworek Chynów,Chynów,Chynów,grójecki,mazowieckie,,,2022-01-31 18:54:10.669 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,9,,,,1999,51.922732,21.00727,2300000.0,PLN,6571.428571428572
"Dom na sprzedaż: warmińsko-mazurskie, iławski, Zalewo, Jaśkowo",Jaśkowo,Zalewo,iławski,warmińsko-mazurskie,,,2022-01-30 18:05:25.720 +0100,PRIVATE,,,,BRICK,,,,,,,,1722,52.0977181,19.0258159,3490000.0,PLN,
"Dom na sprzedaż: dolnośląskie, jeleniogórski, Jeżów Sudecki, Dziwiszów",Dziwiszów,Jeżów Sudecki,jeleniogórski,dolnośląskie,,,2022-01-29 22:07:54.539 +0100,PRIVATE,,,,,,,,,,,,,50.940946,15.79688,5150000.0,PLN,
Dworek Garbno,Garbno,Korsze,kętrzyński,warmińsko-mazurskie,,,2022-01-31 18:57:55.411 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,,,true,,,54.1320491,21.2802506,5625000.0,PLN,1250.0
Dom na sprzedaż,Teodorówka,Dukla,krośnieński,podkarpackie,,,2022-02-04 01:14:17.988 +0100,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,5,,,,2020,,,750000.0,PLN,5000.0
Dworek Dobra,Dobra,Dobra,łobeski,zachodniopomorskie,,,2022-02-04 04:28:25.288 +0100,REAL_ESTATE_AGENCY,,,,,,,,8,,,,,,,499000.0,PLN,138.61111111111111
Dworek Malbork,Malbork,Malbork m,malborski,pomorskie,,,2022-02-02 15:32:37.590 +0100,REAL_ESTATE_AGENCY,,,WELL,,,,,10,,true,,,53.951878225181666,19.012055432080096,1200000.0,PLN,5263.1578947368425
Dworek Przemyśl,Przemyśl,Przemyśl m,Przemyśl,podkarpackie,,,2022-01-29 09:24:28.227 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,5,,true,,2012,49.78883089,22.72702217,1295000.0,PLN,5557.93991416309
"pomorskie, pucki, Kosakowo, Pogórze, Andaluzyjska 5",Kosakowo,Kosakowo,pucki,pomorskie,Andaluzyjska,,2022-02-04 14:16:45.504 +0100,REAL_ESTATE_AGENCY,,,,,,,,8,,,,,54.57170376,18.48123353,7500000.0,PLN,12417.218543046358
"Radomszczański (Pow.), Żytno (Gm.), Sudzin",Sudzin,Żytno,radomszczański,łódzkie,,,2022-02-02 11:11:37.974 +0100,,MUNICIPAL,BOILER_ROOM,WATER_SUPPLY,BRICK,,OTHER,,7,1,,,1957,50.9411,19.8401,550000.0,PLN,2619.0476190476197
Dworek,Sochaczew,Sochaczew m,sochaczewski,mazowieckie,Hotelowa,,2022-01-29 14:47:44.630 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,15,,true,true,1820,52.25388,20.28163,1250000.0,PLN,2097.3154362416108
"Dworek, Gocław",Szczecin,Szczecin,Szczecin,zachodniopomorskie,,,2022-02-03 18:28:54.632 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,15,,,,1984,,,1700000.0,PLN,3333.3333333333335
Dom na sprzedaż,Bistuszowa,Ryglice,tarnowski,małopolskie,,,2022-02-02 15:11:24.560 +0100,REAL_ESTATE_AGENCY,,,,WOOD,,MESH,,4,,,,1920,,,660000.0,PLN,3666.6666666666665
Dworek Żary,Żary,Żary m,żarski,lubuskie,,,2022-01-31 18:37:04.821 +0100,REAL_ESTATE_AGENCY,,,,,,,,5,,,,,,,850000.0,PLN,4473.684210526316
Dworek,Ogrodzieniec,Ogrodzieniec,zawierciański,śląskie,,,2022-01-30 06:18:25.792 +0100,REAL_ESTATE_AGENCY,,,,,,,,8,,,,,50.4531127,19.5520942,630000.0,PLN,1260.0
"aleksandrowski, Ciechocinek, Norwida",Ciechocinek,Ciechocinek,aleksandrowski,kujawsko-pomorskie,Norwida,,2022-02-08 14:04:54.128 +0100,,OTHER_HEATING,GAS_HEATING,WATER_SUPPLY,,,OTHER,,6,,true,,2005,52.8798,18.8065,1950000.0,PLN,4936.708860759493
"Dom na sprzedaż: bielski, Szczyrk, Górki Wielkie",Szczyrk,Szczyrk,bielski,śląskie,,,2022-02-07 03:05:34.706 +0100,PRIVATE,OTHER_HEATING,GAS_HEATING,WATER_SUPPLY,BRICK,,OTHER,,6,,,,1734,49.715,19.0236,2580000.0,PLN,5375.0
Dworek Wielkie Leźno,Wielkie Leźno,Brzozie,brodnicki,kujawsko-pomorskie,,,2022-02-09 04:21:55.647 +0100,REAL_ESTATE_AGENCY,,,WELL,,,,,7,,true,,2007,53.29754,19.70839,4550000.0,PLN,8425.925925925925
Dworek Lubasz,Lubasz,Szczucin,dąbrowski,małopolskie,,,2022-02-08 15:57:21.829 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,14,,true,,1920,50.302459,21.04697,3990000.0,PLN,6435.4838709677415
Dom na sprzedaż,Owczarnia,Pasłęk,elbląski,warmińsko-mazurskie,,,2022-02-08 05:38:22.729 +0100,REAL_ESTATE_AGENCY,,,,BLOCK,,OTHER,,5,,,,1959,,,795000.0,PLN,6360.0
"gdański, Trąbki Wielkie, Mierzeszyn",Mierzeszyn,Trąbki Wielkie,gdański,pomorskie,,,2022-02-08 12:03:57.099 +0100,,,,,,,,,5,,,,,54.1938,18.4217,1200000.0,PLN,9836.065573770491
Dworek Wierzyce,Wierzyce,Łubowo,gnieźnieński,wielkopolskie,,,2022-02-09 04:12:39.507 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,14,,true,true,1860,52.45476891753666,17.387065409570315,2500000.0,PLN,5230.125523012553
"świętokrzyskie, kielecki, Morawica, Bilcza",Bilcza,Morawica,kielecki,świętokrzyskie,,,2022-02-05 16:25:27.685 +0100,PRIVATE,,,,,,MESH,,8,,,,1997,50.786,20.616515,8950000.0,PLN,
Dom na sprzedaż,Antoniew,Lutomiersk,pabianicki,łódzkie,,,2022-02-08 17:13:40.155 +0100,,,,,YTONG,,OTHER,,6,,,,2020,,,325000.0,PLN,1625.0
