"title","address_city","address_community","address_county","address_state","address_street","address_street_number","date_collected","issuer_type","heated_water","heating","water_access","building_material","roof_material","fence","floors","rooms","bathroom_count","has_basement","has_balcony","year_built","location_latitude","location_longitude","price","price_currency","price_per_meter"
Zabytkowy dwór z parkiem i stawem,Gostkowo,Miejska Górka,rawicki,wielkopolskie,,,2023-07-02 18:35:40.274 +0200,REAL_ESTATE_AGENCY,,,,BRICK,ROOFING_FELT,OTHER,,10,,,,1880,51.697319909873,16.975168703939,949000.0,PLN,1784.3712394705174
Zespół pałacowo-parkowy - Ścięgnica woj. pomorskie,Ścięgnica,Kobylnica,słupski,pomorskie,,,2023-07-07 10:40:37.957 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,true,,,54.34018,16.86443,5490000.0,PLN,5490.0
Rezydencja w Wilanowie,Warszawa,Warszawa,Warszawa,mazowieckie,,,2023-07-03 09:32:49.269 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,8,,,,2007,52.14681,21.12549,4250000.0,PLN,7327.586206896552
Dom na sprzedaż,Gozdnica,Gozdnica,żagański,lubuskie,Ceramików,,2023-07-07 08:05:29.094 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,10,,,,1889,51.45355275,15.0816001515,5600000.0,PLN,6292.134831460674
Zabytkowa Stara Willa Sturma !!!,Gozdnica,Gozdnica,żagański,lubuskie,,,2023-07-08 03:32:01.482 +0200,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,10,,,,1889,51.43689,15.09736,5600000.0,PLN,4666.666666666667
Kamienica na sprzedaż Zawiercie.,Zawiercie,Zawiercie,zawierciański,śląskie,,,2023-07-04 18:01:47.796 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,ROOFING_FELT,OTHER,,9,,true,,1920,50.498293404303,19.474206827759,1998000.0,PLN,3996.0
"Gmina Szczucin – Lubasz – 3,08 ha",Lubasz,Szczucin,dąbrowski,małopolskie,,,2023-07-12 17:45:54.014 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,METAL,,6,,true,,1928,50.301,21.05456,2450000.0,PLN,3951.6129032258063
"Duża posiadłość, pięknie zaaranżowana",Lubiszyn,Lubiszyn,gorzowski,lubuskie,,,2023-07-13 13:31:31.871 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,,,1903,52.778027,14.948492,4500000.0,PLN,45000.0
Pensjonat na sprzedaż.,Karpacz,Karpacz,jeleniogórski,dolnośląskie,Armii Krajowej,"2",2023-07-13 11:40:37.852 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,OTHER,METAL_SHEET,OTHER,,10,,true,,1920,50.77452224554311,15.743690972352592,6950000.0,PLN,9928.57142857143
Mazury. Dwór XIX w. bud. folwarczne i ziemią 11Ha,Garbno,Korsze,kętrzyński,warmińsko-mazurskie,,,2023-07-12 13:16:16.409 +0200,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,,,6,,,,1860,54.29017,21.19456,4950000.0,PLN,9065.934065934065
Dwór - Mazury - Park - Jezioro,Olsztyn,Olsztyn,Olsztyn,warmińsko-mazurskie,Śródmieście,,2023-07-13 14:10:29.261 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,10,,true,,1760,53.77602,20.47703,3495000.0,PLN,3640.625
"Imponująca Rezydencja, kameralne osiedle",Bielawa,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2023-07-09 21:10:26.113 +0200,REAL_ESTATE_AGENCY,,MUNICIPAL,WATER_SUPPLY,OTHER,,,,7,,,,2023,52.10468,21.12022,5148970.0,PLN,17163.233333333334
Pałacyk w Borowinie niedaleko Puław,Borowina,Puławy,puławski,lubelskie,,,2023-07-11 15:40:23.876 +0200,PRIVATE,,GAS_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,1842,51.51627,21.88493,1250000.0,PLN,1470.5882352941176
Kompleks budynków mieszkalno-usługowych.,Strzelino,Słupsk,słupski,pomorskie,,,2023-07-11 10:35:56.605 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,2016,54.50275,16.95338,5900000.0,PLN,5130.434782608696
Wyjątkowa rezydencja | Miasteczko Wilanów,Warszawa,Warszawa,Warszawa,mazowieckie,Sarmacka,,2023-07-15 18:10:40.420 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,,,,52.16567,21.07454,7000000.0,PLN,13962.023296633157
Sprzedam dom 200m2 Michałowo,Michałowo,Michałowo,białostocki,podlaskie,Młynowa,"52a",2023-07-19 19:40:31.161 +0200,PRIVATE,,OTHER_HEATING,WATER_SUPPLY,CONCRETE,CERAMIC_TILE,MESH,,4,,,,2023,53.038015925734,23.61904173127441,1480000.0,PLN,7400.0
"Bydgoski, Osielsko",Osielsko,Osielsko,bydgoski,kujawsko-pomorskie,,,2023-07-19 10:51:45.140 +0200,REAL_ESTATE_AGENCY,,,,BLOCK,CERAMIC_TILE,,,8,3,,true,2009,53.183333,18.066667,4900000.0,PLN,12250.0
Dom na sprzedaż,Gostyń,Gostyń,gostyński,wielkopolskie,Sportowa,,2023-07-19 08:06:21.209 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,5,,,,,51.8778633,17.0167637,3900000.0,PLN,4875.0
Dom na sprzedaż,Podkowa Leśna,Podkowa Leśna,grodziski,mazowieckie,,,2023-07-19 10:23:49.604 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,OTHER,,6,,,,1943,52.1199928,20.7265083,1450000.0,PLN,10000.0
"Zabytkowa, piękna willa w centrum Świeradowa",Świeradów-Zdrój,Świeradów-Zdrój,lubański,dolnośląskie,,,2023-07-18 00:25:55.039 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,MESH,,10,,,,1901,50.9121,15.342,4500000.0,PLN,7009.345794392523
Kompleks Hotelowo - Konferencyjny,Lwówek Śląski,Lwówek Śląski,lwówecki,dolnośląskie,Jana Pawła II,,2023-07-19 14:47:35.666 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,1905,51.1132229,15.5771116,1100000.0,PLN,1466.6666666666667
"Poznański, Kostrzyn, Drzązgowo",Drzązgowo,Kostrzyn,poznański,wielkopolskie,,,2023-07-22 23:04:47.673 +0200,REAL_ESTATE_AGENCY,OTHER_HEATING,OTHER_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,NONE,,13,6,true,,1830,52.341283,17.296794,2650000.0,PLN,5300.0
Luksusowa Rezydencja z Basenem i Własnym Stawem,Daszewice,Mosina,poznański,wielkopolskie,,,2023-07-19 13:20:36.537 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,,,2007,52.29997,16.95718,8350000.0,PLN,7554.578436428449
"Dom w stylu polskiego dworku szlacheckiego 1,4 ha",Nowy Kurzeszyn,Rawa Mazowiecka,rawski,łódzkie,,,2023-07-21 07:11:03.223 +0200,REAL_ESTATE_AGENCY,,,,,,,,9,,true,,1992,51.8318,20.27813,1800000.0,PLN,7500.0
Dom na sprzedaż,Stobierna,Trzebownisko,rzeszowski,podkarpackie,,,2023-07-18 20:09:43.469 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,6,,,,,50.135701,22.0670722,1000000.0,PLN,5000.0
"Dworek z hotelem i stajnią Gościszewo, gm. Sztum",Sztum,Sztum,sztumski,pomorskie,,,2023-07-17 10:55:36.560 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,,OTHER,METAL,,10,,true,,,53.92157,19.03409,7000000.0,PLN,4598.486441034265
Rezydencja W Centrum Wielunia,Wieluń,Wieluń,wieluński,łódzkie,os. Stodolniana,,2023-07-20 15:26:27.675 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BLOCK,,,,5,,,,1970,51.22205,18.58054,1550000.0,PLN,2719.2982456140353
Sprzedam piękną rezydencję z widokiem na góry.,Pisarzowice,Wilamowice,bielski,śląskie,,,2023-07-28 19:16:24.685 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,BLOCK,CERAMIC_TILE,OTHER,,6,,,,2005,49.88334,19.14755,6699000.0,PLN,12907.514450867053
"Pałac w Budzistowie. Hotel, Sala weselna. Ogród.",Kołobrzeg,Kołobrzeg m,kołobrzeski,zachodniopomorskie,,,2023-07-25 13:15:39.853 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,BRICK,METAL_SHEET,OTHER,,10,,true,,,54.17944,15.55643,3850000.0,PLN,3756.0975609756097
Perełka | Dworek Chorzelów | Zabytek,Chorzelów,Mielec,mielecki,podkarpackie,,,2023-07-26 16:15:48.909 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,true,,1823,50.34538,21.43617,1100000.0,PLN,2542.412055655711
Dom na sprzedaż,Maradki,Sorkwity,mrągowski,warmińsko-mazurskie,,,2023-07-26 01:43:39.825 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,OTHER,,4,,,,2006,53.81077,21.15516,3350000.0,PLN,216.1290322580645
Pałac Nad Jeziorem- Mazury- Okazja!!!,Świętajno,Świętajno,olecki,warmińsko-mazurskie,,,2023-07-25 12:16:21.168 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,WOODEN,,10,,,,2010,54.00455,22.31766,2585000.0,PLN,2637.7551020408164
"Opolski, Chodel",Chodel,Chodel,opolski,lubelskie,,,2023-07-28 14:31:10.092 +0200,REAL_ESTATE_AGENCY,OTHER_HEATING,ELECTRIC_HEATING,WATER_SUPPLY,BLOCK,CERAMIC_TILE,,,6,,,true,2019,51.109626,22.1363369,1900000.0,PLN,6333.333333333333
Ekskluzywny dom w wysokim standardzie z basenem,Kicin,Czerwonak,poznański,wielkopolskie,Wrzosowa,,2023-07-24 12:20:31.824 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,,,2012,52.45403,17.01555,4890000.0,PLN,7887.096774193548
Kościół zabytkowy wraz z zabudową zamkową + 3500m2,Opaleniec,Chorzele,przasnyski,mazowieckie,,,2023-07-24 10:45:22.417 +0200,PRIVATE,,,,BRICK,CERAMIC_TILE,,,10,,,,,53.28808,20.91132,1700000.0,PLN,3953.4883720930234
Dworek w Kuńkowcach,Przemyśl,Przemyśl m,Przemyśl,podkarpackie,Ostrów,,2023-07-27 20:20:46.073 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,OTHER,,OTHER,,5,,true,,2012,49.78883089,22.72702217,1295000.0,PLN,6530.509329299041
Stradzewo gm. Choszczno -pałac+stajnia+ptaszarnia,Szczecin,Szczecin,Szczecin,zachodniopomorskie,Zachód,,2023-07-29 16:35:13.287 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,OTHER,,,10,,true,,1850,53.39368,14.51525,2100000.0,PLN,1368.0781758957655
Domy w Górsku!!! Stan deweloperski podwyższony!!,Górsk,Zławieś Wielka,toruński,kujawsko-pomorskie,,,2023-07-25 12:25:30.020 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,WATER_SUPPLY,BLOCK,OTHER,,,4,,,,2023,53.05658,18.42774,459000.0,PLN,4831.578947368421
Dom na sprzedaż,Kębłowo,Luzino,wejherowski,pomorskie,Krótka,,2023-07-27 18:24:01.067 +0200,REAL_ESTATE_AGENCY,,,,WOOD,,OTHER,,4,,,,2010,54.5686,18.1182,1190000.0,PLN,12268.041237113403
Willa do remontu z Parkiem - Duża działka,Bierzglinek,Września,wrzesiński,wielkopolskie,,,2023-07-28 16:55:20.174 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,,,10,,,,,52.29934,17.58855,1100000.0,PLN,2887.1391076115488
"Gola, pałac na sprzedaż, miejsce niezwykłe",Gola,Gostyń,gostyński,wielkopolskie,,,2023-08-01 16:35:34.408 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,,51.87888,16.95536,2980000.0,PLN,2980.0
Dom na dużej działce z sadem.,Banie,Banie,gryfiński,zachodniopomorskie,,,2023-08-02 21:45:26.687 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,OTHER,METAL_SHEET,OTHER,,6,,true,,1930,53.1005796,14.6622817,960000.0,PLN,5647.058823529412
Dom na sprzedaż,Banie,Banie,gryfiński,zachodniopomorskie,,,2023-08-02 22:44:23.895 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,OTHER,,6,,,,1930,53.1005796,14.6622817,960000.0,PLN,6233.766233766234
Pałacyk przy Górnośląskiej w Kaliszu.,Kalisz,Kalisz,Kalisz,wielkopolskie,Górnośląska,,2023-08-03 21:50:38.853 +0200,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,,,10,,true,,,51.746294397398515,18.068867314233415,2000000.0,PLN,5167.958656330749
Dom na sprzedaż,Kije,Świętajno,olecki,warmińsko-mazurskie,,,2023-08-02 08:05:57.961 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,9,,,,1899,53.9937892,22.2334198,500000.0,PLN,1666.6666666666667
"Otwocki, Wiązowna",Wiązowna,Wiązowna,otwocki,mazowieckie,,,2023-08-01 19:23:39.724 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,GAS_HEATING,WATER_SUPPLY,BRICK,,MIXED,,5,,true,true,1995,52.14014,21.28967,7800000.0,PLN,27857.14285714286
Dom na sprzedaż,Piaseczno,Piaseczno,piaseczyński,mazowieckie,,,2023-08-03 20:44:07.417 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,6,,,,1950,52.05853345,21.01699591,2600000.0,PLN,13000.0
Zabytkowy dwór z parkiem i stawem,Gostkowo,Miejska Górka,rawicki,wielkopolskie,,,2023-08-01 12:35:26.771 +0200,REAL_ESTATE_AGENCY,,,,BRICK,ROOFING_FELT,OTHER,,10,,,,1880,51.697319909873,16.975168703939,949000.0,PLN,1784.3712394705174
Pałac w Rawiczu/inwestycja/balkon/park/garaż,Rawicz,Rawicz,rawicki,wielkopolskie,,,2023-08-01 14:26:20.632 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,OTHER,OTHER,,10,,,,1875,51.611988,16.8581391,1599999.0,PLN,3960.3935643564355
"Słupski (pow.), Ustka (gm.)",Ustka,Ustka m,słupski,pomorskie,,,2023-08-01 14:03:06.817 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,BOILER_ROOM,WATER_SUPPLY,BRICK,,NONE,,16,16,true,true,1932,54.5806,16.8619,1190000.0,PLN,858.5858585858585
⭐ Pałac z XIX wieku ⭐ Niepowtarzalna Historia ⭐,Ciechów,Środa Śląska,średzki,dolnośląskie,,,2023-08-02 12:25:34.811 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,CERAMIC_TILE,OTHER,,10,,true,,1840,51.13269,16.57145,1400000.0,PLN,1505.3763440860216
"Unikatowy dwór modrzewiowy w Paplinie,",Wola Korytnicka,Korytnica,węgrowski,mazowieckie,,,2023-08-01 10:05:46.095 +0200,REAL_ESTATE_AGENCY,,,,WOOD,,OTHER,,10,,,,1877,52.4222,21.8141,3900000.0,PLN,3823.529411764706
"Możliwość Pałacyk ""+"" Odpis Podatkowy",Wrocław,Wrocław,Wrocław,dolnośląskie,,,2023-08-04 18:01:19.285 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,OTHER,,OTHER,,10,,true,,1600,51.11324,17.08127,1890000.0,PLN,378.0
Bungalow W Hiszpanii,Wrocław,Wrocław,Wrocław,dolnośląskie,,,2023-08-03 14:41:53.245 +0200,REAL_ESTATE_AGENCY,,,,,,,,4,,,,,51.11324,17.08127,313500.0,PLN,2173.4608985024956
Dom na sprzedaż,Czyżew,Czyżew,wysokomazowiecki,podlaskie,,,2023-07-31 18:05:00.235 +0200,REAL_ESTATE_AGENCY,,,,BLOCK,,OTHER,,12,,,,2005,52.79637849,22.33408928,1990000.0,PLN,2211.1111111111113
Interesuje Cię Ta Lokalizacja? Złóż Swoją Ofertę!,Czyżew,Czyżew,wysokomazowiecki,podlaskie,,,2023-07-31 17:26:38.989 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,,BLOCK,,OTHER,,10,,true,,2005,52.79637849,22.33408928,1990000.0,PLN,2802.8169014084506
Zabytkowa Stara Willa Sturma !!!,Gozdnica,Gozdnica,żagański,lubuskie,,,2023-08-04 11:35:19.291 +0200,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,10,,,,1889,51.43689,15.09736,5600000.0,PLN,4666.666666666667
"śląskie, bielski, Czechowice-Dziedzice, Czechowice-Dziedzice, Pocztowa",Czechowice-Dziedzice,Czechowice-Dziedzice,bielski,śląskie,Pocztowa,,2023-08-09 22:30:24.536 +0200,REAL_ESTATE_AGENCY,OTHER_HEATING,,WATER_SUPPLY,BRICK,,,,5,,,,1900,49.88965682,19.02342266,1975000.0,PLN,11826.347305389221
Dom - Rezydencja do własnej aranżacji Lipnica Gór.,Lipnica Górna,Lipnica Murowana,bocheński,małopolskie,,,2023-08-07 11:01:06.754 +0200,REAL_ESTATE_AGENCY,,,,BLOCK,,,,5,,,,2023,49.85905,20.50685,1250000.0,PLN,3289.4736842105262
Komfortowa rezydencja w magicznym ogrodzie,Bydgoszcz,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,Mińska,,2023-08-11 16:20:53.028 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,OTHER,,8,,,,2006,53.13423,17.95083,3800000.0,PLN,10300.894551368936
"Dom na sprzedaż: Dębicki, Dębica",Dębica,Dębica m,dębicki,podkarpackie,,,2023-08-10 20:34:16.224 +0200,PRIVATE,OTHER_HEATING,GAS_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,5,,true,,2004,50.0516417,21.4116964,1690000.0,PLN,6500.0
"Siedlisko 2,13 ha, 600m linii brzegowej rzeki",Markusy,Markusy,elbląski,warmińsko-mazurskie,,,2023-08-10 13:50:48.659 +0200,REAL_ESTATE_AGENCY,,TILED_STOVE,,WOOD,METAL_SHEET,,,4,,,,1789,54.04702,19.38549,1900000.0,PLN,9500.0
Niezwykła Rezydencja W Zacisznej Części Osowy,Gdańsk,Gdańsk,Gdańsk,pomorskie,Barniewicka,,2023-08-07 13:16:34.220 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,OTHER,,10,,,,2016,54.42455,18.45711,7600000.0,PLN,9567.45052620978
Piękna nieruchomość na Sobieskiego,Goleniów,Goleniów,goleniowski,zachodniopomorskie,Jana III Sobieskiego,,2023-08-09 17:35:13.801 +0200,REAL_ESTATE_AGENCY,,,,OTHER,OTHER,,,4,,true,,1980,53.5730139,14.8343607,1199000.0,PLN,3223.5515526280415
Dom na sprzedaż,Goleniów,Goleniów,goleniowski,zachodniopomorskie,Jana III Sobieskiego,,2023-08-09 15:44:44.081 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,NONE,,4,,,,1980,53.5730139,14.8343607,1199000.0,PLN,7705.160336739284
Dom. Wieś. Cicha i spokojna okolica,Mątyki,Iława,iławski,warmińsko-mazurskie,,,2023-08-09 09:55:22.972 +0200,PRIVATE,,,,CONCRETE,CERAMIC_TILE,,,5,,,,2018,53.62176,19.70579,1820000.0,PLN,6500.0
Zespół pałacowo-parkowy w gm.Czempiń -Poznań-20min,Czempiń,Czempiń,kościański,wielkopolskie,,,2023-08-06 07:00:50.870 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,WOOD,ROOFING_FELT,METAL,,10,,true,,1830,52.14164,16.76047,2750000.0,PLN,785.7142857142857
NIEZWYKŁY dom i energia miejsca,Żarnów,Żarnów,opoczyński,łódzkie,,,2023-08-07 11:15:59.305 +0200,PRIVATE,,,WATER_SUPPLY,BRICK,OTHER,,,8,,,,2018,51.24687,20.17361,699000.0,PLN,1747.5
Dom Stobierna Z Działką 38ar,Stobierna,Trzebownisko,rzeszowski,podkarpackie,,,2023-08-11 12:10:25.849 +0200,REAL_ESTATE_AGENCY,,,,,METAL_SHEET,,,6,,,,,50.14195,22.07246,1000000.0,PLN,5000.0
Luksusowa rezydencja nad jeziorem,Sztum,Sztum,sztumski,pomorskie,,,2023-08-11 11:45:35.178 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,,,,7,,true,,2002,53.92085,19.02959,4300000.0,PLN,8722.10953346856
"Pół domu, parter willi w Ząbkowicach Śląskich",Ząbkowice Śląskie,Ząbkowice Śląskie,ząbkowicki,dolnośląskie,Wrocławska,,2023-08-07 14:50:53.236 +0200,REAL_ESTATE_AGENCY,,,,,,,,3,,true,,,50.6010412,16.8195267,450000.0,PLN,4591.836734693878
Luksusowa posiadłość w otulinie Gór,Jeleśnia,Jeleśnia,żywiecki,śląskie,Widokowa,,2023-08-07 15:10:42.205 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,NONE,,10,,true,,1990,49.620044,19.345661,3500000.0,PLN,8974.358974358975
Dworek Paprotki,Paprotki,Miłki,giżycki,warmińsko-mazurskie,,,2023-08-16 16:17:44.497 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,2,,,,1945,53.9287337,21.802453,1200000.0,PLN,11764.70588235294
Zabytkowy XIX w. dwór w Rożnowie nad Dunajcem,Rożnów,Gródek nad Dunajcem,nowosądecki,małopolskie,,,2023-08-18 13:28:49.048 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,,,1800,49.77261,20.69435,3900000.0,PLN,4588.235294117647
"Dom w stylu polskiego dworku szlacheckiego 1,4 ha",Nowy Kurzeszyn,Rawa Mazowiecka,rawski,łódzkie,,,2023-08-18 21:21:05.137 +0200,REAL_ESTATE_AGENCY,,,,,,,,9,,true,,1992,51.8318,20.27813,1800000.0,PLN,7500.0
"DWÓR POLSKI z połowy XIX w. / 365m2 / 1,02 ha",Tarnobrzeg,Tarnobrzeg,Tarnobrzeg,podkarpackie,,,2023-08-18 23:33:08.985 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,METAL,,10,,true,,1830,50.56884,21.6735,1195000.0,PLN,3273.972602739726
Pałacyk u stóp Ślęży- Sobótka BEZ PROWIZJI,Sobótka,Sobótka,wrocławski,dolnośląskie,,,2023-08-16 00:05:17.838 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,,,1899,50.89879,16.74524,2500000.0,PLN,3333.3333333333335
Tylko U Nas Taka Rezydencja!,Radomia,Świdnica,zielonogórski,lubuskie,,,2023-08-16 13:31:34.558 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,,,,,,10,,,,2016,51.9484,15.36541,4200000.0,PLN,10500.0
Milanówek,Milanówek,Milanówek,grodziski,mazowieckie,,,2023-08-22 13:32:10.496 +0200,REAL_ESTATE_AGENCY,,,,,,,,5,,,,1925,,,1700000.0,PLN,6273.062730627306
"Dom na sprzedaż: dolnośląskie, kłodzki, Lądek-Zdrój",Lądek-Zdrój,Lądek-Zdrój,kłodzki,dolnośląskie,,,2023-08-23 18:24:21.057 +0200,PRIVATE,,,,,,,,,,,,,50.343092,16.885442,1950000.0,PLN,
"Dom na sprzedaż: wielkopolskie, poznański, Rokietnica, Napachanie",Napachanie,Rokietnica,poznański,wielkopolskie,,,2023-08-23 02:06:55.954 +0200,REAL_ESTATE_AGENCY,,,,,,,,,,,,1897,52.486035,16.724827,3500000.0,PLN,
"Zadbany dwór pod Toruniem, idealny na dom seniora!",Jedwabno,Lubicz,toruński,kujawsko-pomorskie,,,2023-08-23 10:42:38.557 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,MESH,,10,,true,,1800,53.05104,18.77152,2970000.0,PLN,4640.625
"Zgorzelecki, Sławnikowice",Sławnikowice,Zgorzelec,zgorzelecki,dolnośląskie,,,2023-08-22 11:18:22.956 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,BRICK,,,,14,,true,,1815,51.1803004,15.1735773,4975000.0,PLN,4619.312906220985
"Bartoszycki, Bisztynek, Mołdyty",Mołdyty,Bisztynek,bartoszycki,warmińsko-mazurskie,,,2023-08-29 23:51:00.975 +0200,PRIVATE,,,,BRICK,,,,20,,,,1900,54.04421,21.06141,1190000.0,PLN,1075.7062146892656
"chodzieski, Chodzież, Karczewnik",Chodzież,Chodzież m,chodzieski,wielkopolskie,,,2023-09-01 09:32:47.318 +0200,,,,,,,,,10,,,,,52.9688,16.9072,2000000.0,PLN,1725.625539257981
"Dom, 280 m2, Jerzmanowice",Jerzmanowice,Jerzmanowice-Przeginia,krakowski,małopolskie,,,2023-09-01 17:07:46.774 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,6,,,,2010,50.20266,19.73577,1995000.0,PLN,7125.0
Sprzedam mieszkanie w Kraśniewie,Kraśniewo,Malbork,malborski,pomorskie,,,2023-08-31 18:34:46.909 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BRICK,OTHER,METAL,,3,,true,,1945,54.01136,18.97008,275000.0,PLN,2291.6666666666665
Na sprzedaż obiekt gastronomiczno hotelowy o powie,Mrągowo,Mrągowo m ,mrągowski,warmińsko-mazurskie,Wojska Polskiego,,2023-08-29 13:10:25.640 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,1889,53.86349626564373,21.30495072432862,4200000.0,PLN,2625.0
Dom (Rezydencja) - Konstancin-Jeziorna,Bielawa,Konstancin-Jeziorna,piaseczyński,mazowieckie,Lipowa,,2023-08-29 13:22:10.317 +0200,REAL_ESTATE_AGENCY,,,,,,,,7,,true,,2022,52.1053,21.12343,5503638.82,PLN,17518.5854978355
Dom (Rezydencja) - Konstancin-Jeziorna,Bielawa,Konstancin-Jeziorna,piaseczyński,mazowieckie,Lipowa,,2023-08-29 13:22:10.497 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,true,,2022,52.1053,21.12343,5303437.94,PLN,16806.965425447634
Wyjątkowy Dworek | Starodrzewie | Staw,Pszczyna,Pszczyna,pszczyński,śląskie,,,2023-08-29 18:59:52.695 +0200,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,OTHER,,6,,,,2000,49.9791,18.94733,1400000.0,PLN,5761.316872427984
Zabytkowy dwór z parkiem i stawem,Gostkowo,Miejska Górka,rawicki,wielkopolskie,,,2023-08-31 11:54:13.402 +0200,REAL_ESTATE_AGENCY,,,,BRICK,ROOFING_FELT,OTHER,,10,,,,1880,51.697319909873,16.975168703939,949000.0,PLN,1784.3712394705174
Słoneczna Hiszpania,Wrocław,Wrocław,Wrocław,dolnośląskie,Stare Miasto,,2023-08-29 15:46:30.192 +0200,REAL_ESTATE_AGENCY,,,,,,,,4,,,,,51.10874,17.01434,372355.0,PLN,2529.241950821899
